,Splate,Species,QG number,Fly-affected?,New York Notes,Cplate,CollectionDate,Latitude,Longitude,Altitude,SubstrateClass,SubstrateNotes,OnGround,ForestType,SubstrateTemp,AmbientTemp,Humidity,SampleNotes,PlateNotes,SplateDate,SplatePicker,SplateFounders,SplateMatingType,Sokehs Ridge Experiment,Don't touch - automated for pivot table
836,C-0386E,Csp384B,5410,0,,C-0386,2023-12-09 10:38:33 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-10 14:31:50 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
840,C-0386I,Csp384B,5411,0,,C-0386,2023-12-09 10:38:33 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-10 14:32:06 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
497,C-0171J,Csp384B,5412,0,,C-0171,2023-12-09 11:34:51 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3A1,yes,Disturbed forest,24.1,24.1,NA,10-50,,2023-12-10 10:49:03 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
555,C-0196C,Csp384B,5413,0,,C-0196,2023-12-11 21:58:27 UTC,6.91939095,158.270873,189.455927,Rotting_nut/pod/seed/fruit,Breadfruit mush,yes,Agroforest,26.7,NA,NA,,"Tons and tons of worms, lots of dauers. At least 3 species, including Caenorhabditis (female/herm adult). Picked L4 looks chonky, the remaining 4 picked adult worms’ gut look weird.
 
 12/13, all the picked worms were non Caeno. Picked four mated adults and one L4 Caeno; C is a minority species and they’re mostly burrowed. 
 12/14, the L4 is female; added a male.",2023-12-12 11:28:14 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
45,C-0017D,Csp384B,5414,0,,C-0017,2023-12-08 03:28:38 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R8,yes,Rainforest,24.2,24.2,NA,50,,2023-12-10 05:00:05 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
422,C-0141G,Csp384B,5415,0,,C-0141,2023-12-09 11:12:27 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2B4,yes,Disturbed forest,24.2,24.2,NA,10-50,,2023-12-10 10:22:07 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
1218,C-0599A,Csp384B,5416,0,,C-0599,2023-12-09 10:46:20 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B4,yes,Disturbed forest,23.1,23.1,NA,500-1000,,2023-12-09 23:47:09 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
579,C-0203A,Csp384B,5417,0,,C-0203,2023-12-08 04:35:16 UTC,6.84712946,158.214532,501.998577,Rotting_nut/pod/seed/fruit,Two Pwohr,yes,Rainforest,22.3,NA,NA,,"Caenorhabditis: many males and female/hermaphrodites. Picked L4s to 5 plates. 12/09. 12/10, added males to A and B; need to check back on others.
 12/11, added males to the others, one each.
 12/14, S-plates all good.",2023-12-09 12:00:54 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female + 1 L4 male,,,assigned
703,C-0294D,Csp384B,5418,0,,C-0294,2023-12-08 02:31:36 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R5,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-11 11:11:43 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
566,C-0198E,Csp384B,5419,0,,C-0198,2023-12-07 03:36:25 UTC,6.90725441,158.181555,546.584132,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,22.4,25.9,88.5,,"Plate is all Caeno, m and f/h. Five S plates picked 12/9, but no notes recorded. A B and E are now unmated females 12/10 pm, males added. C has progeny. D is mia, so new D plate made with adult f/h.",2023-12-10 12:53:10 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,assigned
526,C-0178I,Csp384B,5420,0,,C-0178,2023-12-09 11:26:23 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2E5,yes,Disturbed forest,24.2,24.2,NA,100-500,,2023-12-10 12:00:11 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
515,C-0176H,Csp384B,5421,0,,C-0176,2023-12-08 02:29:41 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R3,yes,Rainforest,23.1,23.1,NA,10-50,,2023-12-10 11:46:33 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
527,C-0178J,Csp384B,5422,0,,C-0178,2023-12-09 11:26:23 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2E5,yes,Disturbed forest,24.2,24.2,NA,100-500,,2023-12-10 12:00:15 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
554,C-0196B,Csp384B,5423,0,,C-0196,2023-12-11 21:58:27 UTC,6.91939095,158.270873,189.455927,Rotting_nut/pod/seed/fruit,Breadfruit mush,yes,Agroforest,26.7,NA,NA,,"Tons and tons of worms, lots of dauers. At least 3 species, including Caenorhabditis (female/herm adult). Picked L4 looks chonky, the remaining 4 picked adult worms’ gut look weird.
 
 12/13, all the picked worms were non Caeno. Picked four mated adults and one L4 Caeno; C is a minority species and they’re mostly burrowed. 
 12/14, the L4 is female; added a male.",2023-12-12 11:28:08 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
584,C-0208A,Csp384B,5424,0,,C-0208,2023-12-13 01:59:47 UTC,6.91739023,158.261484,553.923728,Rotting_stem,Dohng leaf,yes,Rainforest,23.5,NA,NA,,"10s of worms. No obvious Caenorhabditis 12/14. On 12/15, found two mated adult f/h and two males, Caeno.
 12/16 found another plugged female, and a couple more younger females/male. F is a borderline larva — looks too old to be the offspring of one we’ve already collected (maybe?) but too young to confirm caeno
 12/17 couldn’t find female on E, didn’t seem like she was laying. Moved E male to F. Couldn’t find anyone on plate C. Packed them all in case something changes.",2023-12-15 11:13:19 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
709,C-0294J,Csp384B,5425,0,,C-0294,2023-12-08 02:31:36 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R5,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-11 11:12:22 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
767,C-0355D,Csp384B,5426,0,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:29 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
771,C-0355H,Csp384B,5427,0,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:44 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
791,C-0374A,Csp384B,5428,0,,C-0374,2023-12-05 05:10:49 UTC,6.96395723,158.190764,249.357582,Rotting_flower,Banana flower,yes,Disturbed forest,27.1,NA,NA,,"10-20 mostly tiny, plus an annelid; 12/9, thriving pop of beautiful big Caenos, male and female/h.
 Plate F was 14 L4s, and they all appear to be female the next day. Plate F discarded.",2023-12-09 05:39:08 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
842,C-0388A,Csp384B,5429,0,,C-0388,2023-12-09 10:39:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A3,yes,Disturbed forest,23.1,23.1,NA,10-50,Oomycete infected plate A,2023-12-10 13:32:59 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
844,C-0388C,Csp384B,5430,0,,C-0388,2023-12-09 10:39:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A3,yes,Disturbed forest,23.1,23.1,NA,10-50,Oomycete infected plate A,2023-12-10 13:33:06 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
864,C-0396B,Csp384B,5431,0,,C-0396,2023-12-06 02:22:21 UTC,6.86357049,158.177497,289.493354,Rotting_nut/pod/seed/fruit,Fagraea berteroana - Pwuhr,yes,Agroforest,23.5,24.9,99.9,,Dozens. Prob caenos,2023-12-08 14:20:38 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
935,C-0424A,Csp384B,5432,0,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:12 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
971,C-0442F,Csp384B,5433,0,,C-0442,2023-12-09 10:45:41 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A4,yes,Disturbed forest,23.1,23.1,NA,50-100,,2023-12-11 08:31:57 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
1143,C-0563B,Csp384B,5434,0,,C-0563,2023-12-09 10:35:50 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B2,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 01:08:15 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
532,C-0179E,Csp384B,5435,0,,C-0179,2023-12-08 04:12:19 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3R5,yes,Rainforest,24.1,24.1,NA,10-50,,2023-12-10 11:31:04 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
732,C-0319D,Csp384B,5436,1,,C-0319,2023-12-05 05:54:13 UTC,6.96429448,158.191227,243.760963,Rotting_nut/pod/seed/fruit,,yes,Rainforest,24.5,NA,NA,,"Thousands, lots of long ones but some that might be caeno",2023-12-06 10:53:47 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
736,C-0320C,Csp384B,5437,0,,C-0320,2023-12-06 04:21:20 UTC,6.86841693,158.181309,496.553384,Vegetal_litter/mix,Rotten leaf and associated stuff,yes,Rainforest,22.3,23.8,99.9,,"About 12 Caeno adults, m and f/h. Singled five plugged females. These are nice big worms, becei-like.",2023-12-09 05:02:33 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
762,C-0352B,Csp384B,5438,0,,C-0352,2023-12-07 03:51:29 UTC,6.906541,158.181706,541.693945,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotop,yes,Rainforest,22.4,NA,NA,,"12/9, few 10s of worms, several spp, many worms too small to ID. Some Caeno adult males. 12/10, found three mated f/h, a bit sickly, singled all.",2023-12-10 10:52:32 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
768,C-0355E,Csp384B,5439,0,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:33 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
772,C-0355I,Csp384B,5440,0,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:48 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
773,C-0355J,Csp384B,5441,0,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:52 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
779,C-0360F,Csp384B,5442,0,,C-0360,2023-12-06 04:29:38 UTC,6.86838855,158.181218,440.924116,Rotting_flower,Fagraea berteroana - Pwuhr,yes,Rainforest,22.3,23.8,99.9,,"On 12/10, plate B seems to have failed, so made a new plate F from the original C plate. B plate discarded.",2023-12-10 11:23:41 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
885,C-0406H,Csp384B,5443,0,,C-0406,2023-12-09 10:37:49 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D2,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 13:03:52 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
932,C-0420F,Csp384B,5444,0,,C-0420,2023-12-08 02:30:45 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R4,yes,Rainforest,23.1,23.1,NA,10-50,Lost B,2023-12-11 10:02:52 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
936,C-0424B,Csp384B,5445,0,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:17 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
1012,C-0473B,Csp384B,5446,0,,C-0473,2023-12-09 10:35:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A2,yes,Disturbed forest,23.1,23.1,NA,100-500,"Plugged but guys look pretty old, might need a refresh",2023-12-10 23:21:19 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
1017,C-0473G,Csp384B,5447,0,,C-0473,2023-12-09 10:35:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A2,yes,Disturbed forest,23.1,23.1,NA,100-500,"Plugged but guys look pretty old, might need a refresh",2023-12-10 23:21:59 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
1053,C-0511C,Csp384B,5448,0,,C-0511,2023-12-09 10:39:31 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B3,yes,Disturbed forest,23.1,23.1,NA,10-50,Lost plate J,2023-12-10 15:07:01 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
1079,C-0519B,Csp384B,5449,0,,C-0519,2023-12-07 04:03:36 UTC,6.90537896,158.179292,434.532204,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,25.5,NA,NA,,"Picked to S plates 12/9 but founder info not recorded. 12/10, A and E are unmated females, the others have lots of progeny (but may have been picked already mated). Males added to A and E 12:10. Plate F is 15 L4s, the check for herms. 12/11, all are females. Plate F discarded.",2023-12-10 12:27:52 UTC,mrockman@nyu.edu,Other,,,assigned
1162,C-0571A,Csp384B,5450,0,,C-0571,2023-12-07 02:21:15 UTC,6.90410022,158.176491,330.527809,Rotting_nut/pod/seed/fruit,,yes,Rainforest,25.9,NA,NA,,"12/9, hundreds of l4 and adult, all Caeno, plus hundreds more dead Caeno larvae? Very 
  distinctive. All females look plugged; singled five.",2023-12-09 04:07:43 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
1181,C-0584D,Csp384B,5451,0,,C-0584,2023-12-08 02:33:11 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R7,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-10 01:24:05 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
1016,C-0473F,Csp384B,5452,0,,C-0473,2023-12-09 10:35:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A2,yes,Disturbed forest,23.1,23.1,NA,100-500,"Plugged but guys look pretty old, might need a refresh",2023-12-10 23:21:55 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
915,C-0417F,Csp384B,5453,0,,C-0417,2023-12-09 10:46:44 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C4,yes,Disturbed forest,23.1,23.1,NA,100-500,"D was a male picked on 12/12, C was a female picked 12/12. Combined them on plate C. A (also picked 12/12) got lost.",2023-12-10 14:57:01 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
806,C-0380A,Csp384B,5454,0,,C-0380,2023-12-09 10:34:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E1,yes,Disturbed forest,23.1,23.1,NA,100-500,"Fat worms. Fast growing. Younger worms could be offspring. All fem/herm plugged, except one? Couldn’t find it again. 
 
 Tuc 12/10",2023-12-10 11:20:28 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
146,C-0057H,Csp384B,5455,0,,C-0057,2023-12-09 10:54:18 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E5,yes,Disturbed forest,23.1,23.1,NA,1000,,2023-12-11 12:38:11 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
1025,C-0474E,Csp384B,5456,0,,C-0474,2023-12-13 02:04:35 UTC,6.91711719,158.261591,544.175685,Rotting_nut/pod/seed/fruit,Nihn,yes,Rainforest,23.1,NA,NA,,Heterogeneous. Dauers. Could be Caenorhabditis. 12/14,2023-12-14 13:14:17 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
1070,C-0516C,Csp384B,5457,0,,C-0516,2023-12-13 01:53:25 UTC,6.9179477,158.261688,569.829008,Rotting_nut/pod/seed/fruit,Kotop,yes,Rainforest,23.1,26.2,99.9,,100s of worms. At least 2 species. Male caenorhabditis 12/14,2023-12-14 14:17:19 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
813,C-0380H,Csp384B,5458,0,,C-0380,2023-12-09 10:34:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E1,yes,Disturbed forest,23.1,23.1,NA,100-500,"Fat worms. Fast growing. Younger worms could be offspring. All fem/herm plugged, except one? Couldn’t find it again. 
 
 Tuc 12/10",2023-12-10 11:29:44 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
811,C-0380F,Csp384B,5459,0,,C-0380,2023-12-09 10:34:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E1,yes,Disturbed forest,23.1,23.1,NA,100-500,"Fat worms. Fast growing. Younger worms could be offspring. All fem/herm plugged, except one? Couldn’t find it again. 
 
 Tuc 12/10",2023-12-10 11:29:26 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
807,C-0380B,Csp384B,5460,0,,C-0380,2023-12-09 10:34:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E1,yes,Disturbed forest,23.1,23.1,NA,100-500,"Fat worms. Fast growing. Younger worms could be offspring. All fem/herm plugged, except one? Couldn’t find it again. 
 
 Tuc 12/10",2023-12-10 11:20:33 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
706,C-0294G,Csp384B,5461,0,,C-0294,2023-12-08 02:31:36 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R5,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-11 11:11:57 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
702,C-0294C,Csp384B,5462,0,,C-0294,2023-12-08 02:31:36 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R5,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-11 11:11:31 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
689,C-0290A,Csp384B,5463,0,,C-0290,2023-12-07 03:36:55 UTC,6.90730271,158.181658,541.724424,Rotting_nut/pod/seed/fruit,Pwohr,yes,Rainforest,22.3,NA,NA,,"12/9, hundreds of adults, all Caeno, male and female/h. Singled five adults. All adults look plugged.",2023-12-09 03:18:26 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
1183,C-0584F,Csp384B,5464,0,,C-0584,2023-12-08 02:33:11 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R7,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-10 01:24:17 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
1178,C-0584A,Csp384B,5465,0,,C-0584,2023-12-08 02:33:11 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R7,yes,Rainforest,23.1,23.1,NA,100-500,,2023-12-10 01:23:47 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
788,C-0372C,Csp384B,5466,1,,C-0372,2023-12-06 02:26:52 UTC,6.86359582,158.177509,289.006526,Rotting_nut/pod/seed/fruit,Fagraea bertoana Pwhur 3,yes,Agroforest,22.9,24.9,99.9,,Maybe? Picked two males on plate B and D. C didn’t make offspring so I added males the next day.,2023-12-06 23:30:00 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
786,C-0372A,Csp384B,5467,1,,C-0372,2023-12-06 02:26:52 UTC,6.86359582,158.177509,289.006526,Rotting_nut/pod/seed/fruit,Fagraea bertoana Pwhur 3,yes,Agroforest,22.9,24.9,99.9,,Maybe? Picked two males on plate B and D. C didn’t make offspring so I added males the next day.,2023-12-06 23:29:42 UTC,tuc.nguyen@nyu.edu,Many worms,,,assigned
1024,C-0474D,Csp384B,5468,0,,C-0474,2023-12-13 02:04:35 UTC,6.91711719,158.261591,544.175685,Rotting_nut/pod/seed/fruit,Nihn,yes,Rainforest,23.1,NA,NA,,Heterogeneous. Dauers. Could be Caenorhabditis. 12/14,2023-12-14 13:14:12 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
766,C-0355C,Csp384B,5469,0,,C-0355,2023-12-08 02:38:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1B1,yes,Rainforest,23.1,23.1,NA,10-50,plugs but they seem kind of spent. check tomorrow to see if any embryos are still being made,2023-12-10 12:47:26 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
690,C-0290B,Csp384B,5470,0,,C-0290,2023-12-07 03:36:55 UTC,6.90730271,158.181658,541.724424,Rotting_nut/pod/seed/fruit,Pwohr,yes,Rainforest,22.3,NA,NA,,"12/9, hundreds of adults, all Caeno, male and female/h. Singled five adults. All adults look plugged.",2023-12-09 03:18:31 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
505,C-0175F,C. briggsae,5471,0,,C-0175,2023-12-08 04:13:40 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3R8,yes,Rainforest,24.1,24.1,NA,10-50,"Seems like all oscheius except one pair. That pair never seems to have mated, and many more herms/fs sprouted up. Singled a lot of those and moved the one male to plate B. Put a bunch more stuff (mostly female adults) onto plate H. 
 12/13 plate B is now laying, moved male to plate C. Everyone else is laying except still nothing from plate A. Different species?
 12/14 had moved the male back to plate A but it’s still not laying, so I’m adding a bunch of males to this plate, and we’ll see if we get anything",2023-12-12 09:22:11 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
484,C-0170B,Csp384B,5472,0,,C-0170,2023-12-07 04:15:30 UTC,6.90572103,158.180351,479.040549,Rotting_flower,Pwohr flower,yes,Rainforest,25.6,27,NA,"All Caeno, 20ish l4 and adult m and f/h","All Caeno, 20ish l4 and adult, 12/9",2023-12-09 03:35:30 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
557,C-0196E,no plate,5473,0,Could be the same strain as 0196A (QG5382). There was no 0196E plate in the remaining plates (02052024) plate used for freezing said 0196A,C-0196,2023-12-11 21:58:27 UTC,6.91939095,158.270873,189.455927,Rotting_nut/pod/seed/fruit,Breadfruit mush,yes,Agroforest,26.7,NA,NA,,"Tons and tons of worms, lots of dauers. At least 3 species, including Caenorhabditis (female/herm adult). Picked L4 looks chonky, the remaining 4 picked adult worms’ gut look weird.
 
 12/13, all the picked worms were non Caeno. Picked four mated adults and one L4 Caeno; C is a minority species and they’re mostly burrowed. 
 12/14, the L4 is female; added a male.",2023-12-12 11:28:24 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
506,C-0175G,C. briggsae,5474,0,,C-0175,2023-12-08 04:13:40 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3R8,yes,Rainforest,24.1,24.1,NA,10-50,"Seems like all oscheius except one pair. That pair never seems to have mated, and many more herms/fs sprouted up. Singled a lot of those and moved the one male to plate B. Put a bunch more stuff (mostly female adults) onto plate H. 
 12/13 plate B is now laying, moved male to plate C. Everyone else is laying except still nothing from plate A. Different species?
 12/14 had moved the male back to plate A but it’s still not laying, so I’m adding a bunch of males to this plate, and we’ll see if we get anything",2023-12-12 09:22:23 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
749,C-0328E,Csp384B,5475,0,handnote said it was dead at bleaching.,C-0328,2023-12-05 05:56:13 UTC,6.96431082,158.191181,243.957985,Rotting_flower,"Local survey fake sample so many figs
 
 Ficus tinctoria",yes,Rainforest,NA,NA,NA,,"Thousands. Lots of males and plugs, mostly long but some look very c elegansy. B didn’t make offspring, so adding males a couple days later.",2023-12-06 11:04:25 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female + 1 L4 male,,,assigned
817,C-0381B,Csp384B,5476,1,,C-0381,2023-12-06 02:21:18 UTC,6.86348223,158.177558,261.967299,Rotting_flower,Pwehr flower,yes,Agroforest,23.5,25.3,99.9,,"Several hundred, mostly too long. Took a few that looked like caeno, tho they’re young still. Didn’t lay embryos overnight, added males the next day and took two more plugged females",2023-12-07 11:02:19 UTC,sophia.tintori@nyu.edu,1 L4 herm/female,,,assigned
714,C-0315A,Csp384B,5477,1,,C-0315,2023-12-05 05:47:42 UTC,6.96708192,158.190481,248.489418,Rotting_nut/pod/seed/fruit,,yes,Rainforest,26.1,25.9,99.9,,"Hundreds. Lots of males and copulatory plugs, too long and skinny. Some of the larger ones look more like caeno",2023-12-06 10:42:43 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
918,C-0417I,Csp384B,5478,0,,C-0417,2023-12-09 10:46:44 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C4,yes,Disturbed forest,23.1,23.1,NA,100-500,"D was a male picked on 12/12, C was a female picked 12/12. Combined them on plate C. A (also picked 12/12) got lost.",2023-12-10 14:57:11 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
1038,C-0479C,Csp384B,5479,0,,C-0479,2023-12-13 01:58:58 UTC,6.9173968,158.261515,553.074312,Rotting_nut/pod/seed/fruit,Kotop,yes,Cloudforest,23.3,26.3,99.9,,"Several different species. 100s of worms. Adult male caenorhabditis present. 
 Look promising. 12/14",2023-12-14 11:07:16 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
746,C-0328B,Csp384B,5480,0,,C-0328,2023-12-05 05:56:13 UTC,6.96431082,158.191181,243.957985,Rotting_flower,"Local survey fake sample so many figs
 
 Ficus tinctoria",yes,Rainforest,NA,NA,NA,,"Thousands. Lots of males and plugs, mostly long but some look very c elegansy. B didn’t make offspring, so adding males a couple days later.",2023-12-06 11:00:41 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female + 1 L4 male,,,assigned
